,serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,food_type,in_business,latitude,longitude,price,rating,review_count,yelp_id
0,DASZAPXCV,10/17/2017 12:00:00 AM,BASKIN ROBBINS 31 FLAVORS,91,A,1,ROUTINE INSPECTION,EE0000905,4066 VICTORIA AVE,LOS ANGELES,FA0005026,CA,90008,OW0033926,STAR CRESCENT FOODS INC,RESTAURANT (0-30) SEATS LOW RISK,1630,BASKIN ROBBINS 31 FLAVORS,ACTIVE,PR0003863,"['Ice Cream & Frozen Yogurt', 'Desserts', 'Custom Cakes']",False,34.0133795,-118.3379311,$,2.0,44,OLM3tQdS4m-M7_j-xkrpaA
1,DAPYWV9OZ,10/17/2017 12:00:00 AM,AMG DON FELIX R,94,A,1,ROUTINE INSPECTION,EE0000946,305 N VIRGIL AVE,LOS ANGELES,FA0019516,CA,90004,OW0099424,"MONTOYA-GOMEZ, ALEJANDRO",RESTAURANT (61-150) SEATS HIGH RISK,1638,AMG DON FELIX RESTAURANT,ACTIVE,PR0034359,['Peruvian'],False,34.0766258,-118.2869568,$$,3.5,392,44CcUoVtPhL5eFKjxnzzTA
2,DAVYXHO9Q,10/17/2017 12:00:00 AM,PANADERIA GUERRERO,95,A,1,ROUTINE INSPECTION,EE0000723,2411 W OLYMPIC BLVD STE #1,LOS ANGELES,FA0068222,CA,90006,OW0024588,"MIRANDA, ULISES",RESTAURANT (0-30) SEATS HIGH RISK,1632,PANADERIA GUERRERO,ACTIVE,PR0011828,['Bakeries'],False,34.05263,-118.28382,$,4.0,8,IKAJNrK7wz4N1trOD0bAsw
3,DA7M5BYCE,10/17/2017 12:00:00 AM,23RD ST CAFE,92,A,1,ROUTINE INSPECTION,EE0000594,936 W 23RD ST,LOS ANGELES,FA0203292,CA,90007,OW0208495,HARI SINGH,RESTAURANT (31-60) SEATS HIGH RISK,1635,23RD ST CAFE,INACTIVE,PR0175629,"['Indian', 'Mexican', 'American (New)']",False,34.0339369301652,-118.280889987946,$,4.0,367,1EMNJAZpx5tKT5DkzCtQgw
4,DA7K2JUQO,10/17/2017 12:00:00 AM,DIAMOND BAKERY,93,A,1,ROUTINE INSPECTION,EE0000951,335 N FAIRFAX AVE,LOS ANGELES,FA0018543,CA,90036,OW0009940,DIAMOND BAKERY INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DIAMOND BAKERY,ACTIVE,PR0037440,['Bakeries'],False,34.07709,-118.36177,$,4.5,107,UdfNyzANJg6vwjcPaGrP-w
5,DANZ0B02Q,10/17/2017 12:00:00 AM,TACOS MX,90,A,1,ROUTINE INSPECTION,EE0000721,312 W 7TH ST,LOS ANGELES,FA0151537,CA,90014,OW0117241,DOLORES RORTILLO PORTILLO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS MX,ACTIVE,PR0137899,['Mexican'],False,34.0453095,-118.2537606,$,3.5,39,WQvsAGnWJcjUQQH3DMw8gA
6,DAM90V0BU,10/17/2017 12:00:00 AM,CAVA MEZZA GRILL USC,94,A,1,ROUTINE INSPECTION,EE0000594,3201 S HOOVER ST,LOS ANGELES,FA0250108,CA,90007-3555,OW0239351,CAVA MEZZE GRILL LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,CAVA MEZZA GRILL USC,ACTIVE,PR0198943,['Mediterranean'],False,34.0251254469443,-118.28458821851,$$,4.0,88,m_Mb47u9F_G8NR0Fmg6GRg
7,DA5YJAIEG,10/17/2017 12:00:00 AM,SUPERBA FOOD & BREAD,95,A,1,ROUTINE INSPECTION,EE0000732,1900 LINCOLN BLVD,LOS ANGELES,FA0160216,CA,90291,OW0125194,SUPERBA FB VENICE LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,SUPERBA FOOD & BREAD,ACTIVE,PR0148308,"['American (New)', 'Bakeries', 'Wine Bars']",False,33.9962752437368,-118.456555567682,$$,4.0,707,_ciG49YPf_DXGxSJ9pVveA
8,DA7B0PPP2,10/17/2017 12:00:00 AM,ROSITAS MEXICAN  RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000923,2622 N FIGUEROA ST,LOS ANGELES,FA0242457,CA,90065-1026,OW0238069,GONZALO ACATA HERNANDEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,ROSITAS MEXICAN  RESTAURANT,ACTIVE,PR0190628,['Mexican'],False,34.0841,-118.22155,blank,3.5,8,sCp9q1ZyDIr-NjeQLkTfVQ
9,DARHWBE31,10/17/2017 12:00:00 AM,EL REY THEATRE BAR,95,A,1,ROUTINE INSPECTION,EE0000853,5515 WILSHIRE BLVD,LOS ANGELES,FA0021391,CA,90036,OW0039122,"WOLFGANG PUCK CATERING, LLC",RESTAURANT (0-30) SEATS LOW RISK,1630,EL REY THEATRE BAR,ACTIVE,PR0016080,"['Music Venues', 'Venues & Event Spaces']",False,34.0627,-118.34889,$$,4.0,519,Gc5tn6bsEn9A3LQYfxtk_Q
10,DAEMVV0MS,10/17/2017 12:00:00 AM,CARL'S JR #12,97,A,1,ROUTINE INSPECTION,EE0000723,1611 S WESTERN AVE,LOS ANGELES,FA0012996,CA,90006,OW0006172,CARL KARCHER ENTERPRISES INC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARL'S JR #12,ACTIVE,PR0038564,"['Burgers', 'Fast Food']",False,34.04316,-118.3098,$,2.5,42,Oz0YSUzOqvyUALUgCAGXwg
11,DAQX0ZO0R,10/17/2017 12:00:00 AM,GOBI MONGOLIAN BBQ,95,A,1,ROUTINE INSPECTION,EE0000923,2827 W SUNSET BLVD,LOS ANGELES,FA0015232,CA,90026,OW0029796,RCCM INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,GOBI MONGOLIAN BBQ,ACTIVE,PR0035809,"['Mongolian', 'Barbeque']",False,34.0822626650333,-118.272312954068,$$,4.0,619,6WwTgLW_4EdDEv22mvmS7A
12,DAP0WZYJD,10/17/2017 12:00:00 AM,JANG AN RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000884,2773 W OLYMPIC BLVD,LOS ANGELES,FA0245226,CA,90006-2632,OW0240315,D&T SUH INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,JANG AN RESTAURANT,ACTIVE,PR0193591,['Korean'],False,34.05291,-118.29401,$$,4.0,27,fbQJE1RQFVnwXJtbKNseNQ
13,DADERCAVZ,10/17/2017 12:00:00 AM,HOLIDAY INN WLA,92,A,1,ROUTINE INSPECTION,EE0000684,11250 SANTA MONICA BLVD,LOS ANGELES,FA0149788,CA,90025-3156,OW0115403,WESTWOOD HOTEL LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,HOLIDAY INN WLA - THE ATRIUM,ACTIVE,PR0199948,"['Hotels', 'Venues & Event Spaces']",False,34.046631,-118.4473644,$$,3.0,47,2_uy6PUgtVeXw9GAf7Veyg
