,serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,food_type,in_business,latitude,longitude,price,rating,review_count,yelp_id
0,DA6B0LZBW,09/18/2015 12:00:00 AM,TOMATO PIE PIZZA JOINT,97,A,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0072707,CA,90046,OW0036155,TOMATO PIE PIZZA JOINT MELRO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOMATO PIE PIZZA JOINT,ACTIVE,PR0023826,['Pizza'],False,34.0839,-118.35864,$,4.0,445,3R1O-HFHT3iKtxWEIoPWTg
1,DA6B0LZBW,09/18/2015 12:00:00 AM,TOMATO PIE PIZZA JOINT,97,A,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0072707,CA,90046,OW0036155,TOMATO PIE PIZZA JOINT MELRO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOMATO PIE PIZZA JOINT,ACTIVE,PR0023826,['Pizza'],False,34.0839,-118.35864,$,4.0,445,3R1O-HFHT3iKtxWEIoPWTg
2,DA6B0LZBW,09/18/2015 12:00:00 AM,TOMATO PIE PIZZA JOINT,97,A,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0072707,CA,90046,OW0036155,TOMATO PIE PIZZA JOINT MELRO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOMATO PIE PIZZA JOINT,ACTIVE,PR0023826,"['Falafel', 'Vegan', 'Kosher']",False,34.0838803743991,-118.358774911268,$$,4.5,285,ZLFWmPcu6D6UBomUTpjJRg
3,DABLZ0QPV,09/15/2015 12:00:00 AM,TOMATO PIE PIZZA JOINT,86,B,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0072707,CA,90046,OW0036155,TOMATO PIE PIZZA JOINT MELRO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOMATO PIE PIZZA JOINT,ACTIVE,PR0023826,['Pizza'],False,34.0839,-118.35864,$,4.0,445,3R1O-HFHT3iKtxWEIoPWTg
4,DABLZ0QPV,09/15/2015 12:00:00 AM,TOMATO PIE PIZZA JOINT,86,B,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0072707,CA,90046,OW0036155,TOMATO PIE PIZZA JOINT MELRO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOMATO PIE PIZZA JOINT,ACTIVE,PR0023826,['Pizza'],False,34.0839,-118.35864,$,4.0,445,3R1O-HFHT3iKtxWEIoPWTg
5,DABLZ0QPV,09/15/2015 12:00:00 AM,TOMATO PIE PIZZA JOINT,86,B,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0072707,CA,90046,OW0036155,TOMATO PIE PIZZA JOINT MELRO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOMATO PIE PIZZA JOINT,ACTIVE,PR0023826,"['Falafel', 'Vegan', 'Kosher']",False,34.0838803743991,-118.358774911268,$$,4.5,285,ZLFWmPcu6D6UBomUTpjJRg
6,DAQCEY6BO,09/08/2015 12:00:00 AM,FALA BAR,92,A,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0156600,CA,90046,OW0121881,MICHAEL S. SHABTAI,RESTAURANT (0-30) SEATS HIGH RISK,1632,FALA BAR,ACTIVE,PR0144272,['Pizza'],False,34.0839,-118.35864,$,4.0,445,3R1O-HFHT3iKtxWEIoPWTg
7,DAQCEY6BO,09/08/2015 12:00:00 AM,FALA BAR,92,A,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0156600,CA,90046,OW0121881,MICHAEL S. SHABTAI,RESTAURANT (0-30) SEATS HIGH RISK,1632,FALA BAR,ACTIVE,PR0144272,['Pizza'],False,34.0839,-118.35864,$,4.0,445,3R1O-HFHT3iKtxWEIoPWTg
8,DAQCEY6BO,09/08/2015 12:00:00 AM,FALA BAR,92,A,1,ROUTINE INSPECTION,EE0000951,7751 1/2 MELROSE AVE,LOS ANGELES,FA0156600,CA,90046,OW0121881,MICHAEL S. SHABTAI,RESTAURANT (0-30) SEATS HIGH RISK,1632,FALA BAR,ACTIVE,PR0144272,"['Falafel', 'Vegan', 'Kosher']",False,34.0838803743991,-118.358774911268,$$,4.5,285,ZLFWmPcu6D6UBomUTpjJRg
9,DAVD4SQ0T,09/18/2015 12:00:00 AM,DODGER STADIUM,99,A,1,ROUTINE INSPECTION,EE0000122,1000 VIN SCULLY AVE,LOS ANGELES,FA0019271,CA,90012,OW0021606,LEVY PREMIUM FOOD SERVICE LP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,INTENTIONAL WALK,ACTIVE,PR0002345,"['Hot Dogs', 'Beer Bar']",False,34.0738730806713,-118.240777552128,$$$,3.0,2,DudAhdMyofTO-ZU4Q4VM3g
10,DAVD4SQ0T,09/18/2015 12:00:00 AM,DODGER STADIUM,99,A,1,ROUTINE INSPECTION,EE0000122,1000 VIN SCULLY AVE,LOS ANGELES,FA0019271,CA,90012,OW0021606,LEVY PREMIUM FOOD SERVICE LP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,INTENTIONAL WALK,ACTIVE,PR0002345,['American (Traditional)'],False,34.073855,-118.239959,$$$,4.0,147,MR5gsp_TtlmEafRLCjaDFg
