,facility_id,latitude,longitude,rating,score,clean_zip
0,FA0025994,34.0762619,-118.3570798,3.5,91,90036
1,FA0025994,34.0762619,-118.3570798,3.5,91,90036
2,FA0025994,34.0762619,-118.3570798,3.5,81,90036
3,FA0025994,34.0762619,-118.3570798,3.5,81,90036
4,FA0055785,34.011318200000005,-118.13064579999998,3.5,92,90022
5,FA0175744,34.05745,-118.28575,4.5,92,90005
6,FA0069632,34.07181,-118.3655,4.0,90,90048
7,FA0044779,34.091332743807996,-118.290326537897,1.5,92,90029
8,FA0137756,34.05287,-118.46695,4.0,95,90049
9,FA0017697,34.097998100000005,-118.3642362,3.5,91,90046
10,FA0025188,34.0578011470348,-118.41931247182801,3.5,92,90067
11,FA0149307,34.0573807,-118.3645172,4.0,91,90019
12,FA0052067,34.0957165722728,-118.284453105274,4.0,90,90029
13,FA0163983,34.0331164,-118.1515909,3.0,94,90022
14,FA0012774,34.028621673584,-118.25075531005899,4.0,90,90021
15,FA0009634,34.0344734191895,-118.215194702148,4.5,97,90023
16,FA0065982,34.066320000000005,-118.20844,4.5,92,90031
17,FA0141725,34.08961,-118.335,5.0,97,90038
18,FA0142968,34.025856,-118.360862,3.5,97,90016
19,FA0159511,34.0564034879208,-118.29168990254401,4.0,85,90005
20,FA0042524,34.0433971,-118.3199999,3.0,92,90019
21,FA0027785,34.1053549,-118.3246985,4.5,94,90028
22,FA0051108,34.046215000000004,-118.448895,3.5,90,90025
23,FA0163738,34.038944,-118.43029,3.0,90,90064
24,FA0038046,34.078455264099105,-118.215173872232,4.5,95,90031
25,FA0062294,34.0703804790974,-118.36145952343901,4.0,93,90036
26,FA0045458,34.0736651,-118.2043318,4.5,96,90031
27,FA0158278,34.024769899999995,-118.2597,4.0,92,90011
28,FA0065325,34.05287,-118.46695,3.0,98,90049
29,FA0050198,34.022339,-118.29145,2.5,97,90007
30,FA0066946,33.9880055506272,-118.362671546638,4.5,95,90056
31,FA0028370,34.0636749,-118.3063757,3.5,91,90020
32,FA0026079,33.996905299999995,-118.432832,4.0,97,90066
33,FA0066645,33.9025133335327,-118.253969619982,1.5,98,90059
34,FA0171875,34.02394,-118.15584,4.0,90,90022
35,FA0010941,34.0576099,-118.36165,4.5,96,90036
36,FA0144491,34.0916686,-118.3224004,5.0,95,90038
37,FA0069070,34.05325,-118.20332,3.0,94,90033
38,FA0044265,34.07027,-118.36171000000002,3.5,91,90036
39,FA0041599,34.0639032,-118.3061281,4.0,97,90020
40,FA0038005,34.0222636,-118.2916749,3.0,94,90007
41,FA0047730,34.06409,-118.28663,4.0,90,90020
42,FA0055395,34.061820000000004,-118.23735,3.5,87,90012
43,FA0049327,34.077873,-118.376983,2.0,99,90048
44,FA0172285,34.03136,-118.20822,4.0,91,90023
45,FA0014279,34.074090000000005,-118.20742,4.0,90,90031
46,FA0027096,34.063405100000004,-118.3062675,3.5,90,90020
47,FA0058142,34.077309586957696,-118.46881928291599,4.0,99,90049
48,FA0058142,34.077309586957696,-118.46881928291599,4.0,99,90049
49,FA0058142,34.077309586957696,-118.46881928291599,4.0,90,90049
50,FA0058142,34.077309586957696,-118.46881928291599,4.0,90,90049
51,FA0064993,34.095634000000004,-118.292729,4.0,90,90029
52,FA0040297,33.97452,-118.25672,3.5,95,90001
53,FA0012756,33.97441,-118.26905,3.5,94,90003
54,FA0137785,34.0627289,-118.3094635,3.5,97,90010
55,FA0034798,34.0601856826038,-118.28456259799201,4.0,93,90005
56,FA0137949,34.0977950874632,-118.351559154529,3.5,90,90046
57,FA0020151,34.107629,-118.265871,3.5,100,90039
58,FA0020151,34.107629,-118.265871,3.5,100,90039
59,FA0020151,34.107629,-118.265871,3.5,90,90039
60,FA0020151,34.107629,-118.265871,3.5,90,90039
61,FA0046305,34.0437049,-118.3220266,4.0,84,90019
62,FA0029169,34.018151,-118.198855,3.0,90,90023
63,FA0020622,34.0367569774389,-118.19403603673,4.0,91,90063
64,FA0022970,34.066626219067196,-118.30896785648301,4.0,93,90020
65,FA0009874,34.0447954,-118.2652703,2.5,96,90015
66,FA0049937,33.960203,-118.378127,2.5,96,90045
67,FA0028690,34.042418450117104,-118.249099105597,3.0,94,90014
68,FA0052818,34.04238,-118.24837,2.5,93,90014
69,FA0070183,34.0626989301476,-118.309484612898,3.0,95,90005
70,FA0158316,34.016918200000006,-118.2197495,3.0,95,90023
71,FA0166586,34.11517620000001,-118.2459533,3.5,92,90065
72,FA0068873,34.098194,-118.333457,4.0,92,90028
73,FA0015080,34.0399944,-118.3304195,3.5,80,90018
74,FA0020213,34.0633,-118.29378,3.0,92,90005
75,FA0020213,34.0633,-118.29378,3.0,92,90005
76,FA0020213,34.0633,-118.29378,3.0,80,90005
77,FA0020213,34.0633,-118.29378,3.0,80,90005
78,FA0018445,34.12569000000001,-118.21883,2.5,98,90041
79,FA0023561,34.0440444946289,-118.24812316894501,4.0,92,90014
80,FA0021199,34.06372,-118.35689,3.0,98,90036
81,FA0019034,34.02074,-118.30917,4.0,85,90018
82,FA0033208,34.105079700000005,-118.2309113,4.0,90,90065
83,FA0166613,34.0983657836914,-118.350723266602,2.5,82,90046
84,FA0164813,34.03655,-118.2543543,3.0,91,90015
85,FA0054838,34.0599786,-118.28433490000002,3.0,91,90005
86,FA0165694,34.1209645341385,-118.20511154166401,3.5,90,90042
87,FA0033980,34.0631405203981,-118.35728252062401,2.5,94,90036
88,FA0172175,34.04743,-118.31908,4.5,95,90019
89,FA0012758,34.042715,-118.28114,5.0,95,90006
90,FA0061008,33.94574,-118.31628,1.5,95,90047
91,FA0008867,34.1019045,-118.3359719,3.0,90,90028
92,FA0050228,34.098279999999995,-118.35224,3.5,90,90046
93,FA0034545,34.0441677430205,-118.26503463341601,3.5,95,90015
94,FA0034545,34.0441677430205,-118.26503463341601,3.5,95,90015
95,FA0034545,34.0441677430205,-118.26503463341601,3.5,95,90015
96,FA0034545,34.0441677430205,-118.26503463341601,3.5,95,90015
97,FA0037004,34.071979378140995,-118.35796807175801,3.0,90,90036
98,FA0004712,34.0637349,-118.2973124,4.5,82,90020
99,FA0071478,34.022674450869395,-118.35441666017401,3.0,91,90016
100,FA0136705,34.025859999999994,-118.32285,4.0,95,90018
101,FA0017314,34.0169334411621,-118.219467163086,3.5,91,90023
102,FA0065271,34.04749,-118.32035,2.5,95,90019
103,FA0064567,34.018122330307996,-118.308972045779,4.5,90,90018
104,FA0032434,34.019306,-118.3090449,4.0,92,90018
105,FA0067091,34.0600465983152,-118.29169124364901,2.5,90,90005
106,FA0012631,34.0689243,-118.3009209,4.0,80,90020
107,FA0011652,34.101936,-118.335593,2.5,90,90028
108,FA0072504,34.0952375233394,-118.29206088650801,4.0,90,90029
109,FA0159371,34.047149,-118.247075,4.0,95,90013
110,FA0019204,34.10373,-118.3283049,2.5,91,90028
111,FA0060291,34.04768970000001,-118.2503636,3.5,94,90013
112,FA0030548,34.1045859,-118.330197,3.5,91,90028
113,FA0157840,34.0484703340169,-118.254534602165,4.0,98,90014
114,FA0174995,34.1012001,-118.3279419,2.0,91,90028
115,FA0006202,34.1041311654132,-118.330346146374,4.0,94,90028
116,FA0159984,34.02991,-118.26869,4.0,90,90007
117,FA0008567,34.1014864884909,-118.32634583299401,4.0,92,90028
118,FA0138041,34.02722,-118.27304,3.5,97,90007
119,FA0139081,34.03876,-118.28075,3.5,80,90015
120,FA0027302,34.1006704,-118.3293614,3.5,92,90028
121,FA0174209,34.064158624309,-118.30947663635,3.5,90,90020
122,FA0074332,34.064384999999994,-118.309334,4.0,90,90020
123,FA0021523,33.981359999999995,-118.26985,3.5,83,90003
124,FA0171493,34.0434913635254,-118.284507751465,5.0,90,90006
125,FA0031830,34.0627246275047,-118.354035612442,3.5,96,90036
126,FA0006518,34.0302,-118.29193,4.5,90,90007
127,FA0143753,34.06201,-118.34978999999998,3.5,93,90036
128,FA0028727,33.98642,-118.27357,4.0,91,90003
129,FA0008979,34.06201,-118.34978999999998,2.5,97,90036
130,FA0069489,34.0396172,-118.3261549,4.0,91,90018
131,FA0016265,34.047509000000005,-118.324763,4.5,85,90019
132,FA0059257,34.0432218137178,-118.285117065646,3.5,91,90005
133,FA0167317,34.063008,-118.3509,3.0,98,90036
134,FA0167317,34.063008,-118.3509,3.0,98,90036
135,FA0045216,34.063008,-118.3509,3.0,92,90036
136,FA0045216,34.063008,-118.3509,3.0,92,90036
137,FA0046203,34.06478,-118.308863,4.0,91,90020
138,FA0061470,34.03491,-118.29189,4.0,91,90007
139,FA0137447,34.0471552312374,-118.311165422201,4.5,90,90019
140,FA0018742,34.04745914398811,-118.325044512749,3.5,90,90019
141,FA0024964,34.034465000000004,-118.455484,4.5,93,90025
142,FA0023502,34.02882,-118.29187,3.5,90,90007
143,FA0017352,34.062736511230504,-118.309471130371,3.5,97,90005
144,FA0136655,34.0614021455757,-118.239636488423,4.0,97,90012
145,FA0027416,34.067312,-118.3092449,4.0,91,90020
146,FA0178618,34.011917,-118.419675,3.0,90,90066
147,FA0173867,33.9461775313555,-118.404049476721,4.0,90,90045
148,FA0023023,34.04083,-118.24018,4.0,97,90013
149,FA0170272,34.0458281,-118.4491673,3.5,90,90025
150,FA0037806,34.0449447631836,-118.24105834960899,4.5,92,90013
151,FA0031869,33.962223,-118.420906,4.0,90,90045
152,FA0062224,34.061761,-118.239523,3.5,95,90012
153,FA0038126,34.09795,-118.32616000000002,3.5,95,90028
154,FA0038126,34.09795,-118.32616000000002,3.5,95,90028
155,FA0038126,34.09795,-118.32616000000002,3.5,85,90028
156,FA0038126,34.09795,-118.32616000000002,3.5,85,90028
157,FA0068865,34.0554157,-118.4420081,4.5,96,90024
158,FA0038961,34.000236511230504,-118.315864562988,4.0,96,90062
159,FA0178536,34.088772,-118.2765986,3.5,90,90026
160,FA0008464,34.0583132207394,-118.29170398414101,3.0,94,90005
161,FA0012479,33.98945,-118.2909,1.5,96,90037
162,FA0010573,34.0982846,-118.3466992,3.5,94,90046
163,FA0028990,34.09782,-118.34176,3.0,94,90028
164,FA0174545,33.9464308537922,-118.403982259333,3.0,93,90045
165,FA0170249,34.003322999999995,-118.27413490000002,2.0,88,90037
166,FA0029702,34.058785,-118.308885,4.0,90,90005
167,FA0053123,34.063252,-118.3651057,4.0,91,90048
168,FA0178550,34.0087347,-118.4240331,4.5,92,90066
169,FA0178550,34.0087347,-118.4240331,4.5,92,90066
170,FA0044552,34.0087347,-118.4240331,4.5,94,90066
171,FA0044552,34.0087347,-118.4240331,4.5,94,90066
172,FA0021493,34.047813299999994,-118.1975454,4.0,96,90063
173,FA0021493,34.047813299999994,-118.1975454,4.0,96,90063
174,FA0021493,34.047813299999994,-118.1975454,4.0,97,90063
175,FA0021493,34.047813299999994,-118.1975454,4.0,97,90063
176,FA0040968,34.05726,-118.44329,4.5,93,90024
177,FA0034746,34.053665161132805,-118.25147247314501,4.0,98,90012
178,FA0036813,34.0603609,-118.2378286,3.5,82,90012
179,FA0044731,33.99033,-118.29181,4.0,90,90037
180,FA0143610,34.063241999999995,-118.3650324,3.0,90,90048
181,FA0053865,34.048068,-118.209848,4.5,83,90033
182,FA0166884,34.047317504882805,-118.208267211914,2.5,90,90033
183,FA0047176,34.068360510486606,-118.168292697314,2.0,90,90032
184,FA0032271,34.068360510486606,-118.168292697314,2.0,94,90032
185,FA0047176,34.068360510486606,-118.168292697314,2.0,85,90032
186,FA0069521,34.068360510486606,-118.168292697314,2.0,82,90032
187,FA0032271,34.068360510486606,-118.168292697314,2.0,84,90032
188,FA0048491,34.0553,-118.44212,4.0,94,90024
189,FA0041773,34.06134,-118.31015,4.0,90,90010
190,FA0072555,34.0614013671875,-118.239501953125,4.0,99,90012
191,FA0006820,34.08827,-118.32633,4.0,96,90038
192,FA0015044,34.067512,-118.30956100000002,4.0,91,90020
193,FA0141308,34.056687220699395,-118.277805971164,4.0,93,90057
194,FA0065724,34.0611,-118.23936,4.0,95,90012
195,FA0051612,34.04074,-118.42786,3.5,90,90064
196,FA0027566,34.0464445,-118.2514729,4.0,94,90014
197,FA0178676,34.0272234313873,-118.42848845028601,4.5,96,90034
198,FA0020572,34.08461,-118.17836,4.5,80,90032
199,FA0067838,34.0533172115148,-118.251294493675,3.5,90,90012
200,FA0034638,34.047879200000004,-118.209829,4.0,93,90033
201,FA0019153,33.9622230529785,-118.42090606689501,2.0,96,90045
202,FA0066614,34.0596336,-118.2381478,3.0,84,90012
203,FA0064239,34.04522,-118.45197,4.5,90,90025
204,FA0034839,33.9601049,-118.30809,3.5,98,90047
205,FA0006427,34.04312,-118.26711,5.0,98,90015
206,FA0006427,34.04312,-118.26711,5.0,98,90015
207,FA0006427,34.043254,-118.266989,3.5,98,90015
208,FA0006427,34.043125,-118.267097,4.0,98,90015
209,FA0006427,34.0431251525879,-118.267120361328,4.5,98,90015
210,FA0006427,34.043557,-118.267182,4.0,98,90015
211,FA0006427,34.0430335998535,-118.266845703125,2.0,98,90015
212,FA0006427,34.04312,-118.26711,2.5,98,90015
213,FA0006427,34.043012,-118.267359,3.5,98,90015
214,FA0006427,34.04312,-118.26711,3.5,98,90015
215,FA0006427,34.04312,-118.26711,3.5,98,90015
216,FA0006427,34.04312,-118.26711,5.0,99,90015
217,FA0006427,34.04312,-118.26711,5.0,99,90015
218,FA0006427,34.043254,-118.266989,3.5,99,90015
219,FA0006427,34.043125,-118.267097,4.0,99,90015
220,FA0006427,34.0431251525879,-118.267120361328,4.5,99,90015
221,FA0006427,34.043557,-118.267182,4.0,99,90015
222,FA0006427,34.0430335998535,-118.266845703125,2.0,99,90015
223,FA0006427,34.04312,-118.26711,2.5,99,90015
224,FA0006427,34.043012,-118.267359,3.5,99,90015
225,FA0006427,34.04312,-118.26711,3.5,99,90015
226,FA0006427,34.04312,-118.26711,3.5,99,90015
227,FA0006427,34.04312,-118.26711,5.0,97,90015
228,FA0006427,34.04312,-118.26711,5.0,97,90015
229,FA0006427,34.043254,-118.266989,3.5,97,90015
230,FA0006427,34.043125,-118.267097,4.0,97,90015
231,FA0006427,34.0431251525879,-118.267120361328,4.5,97,90015
232,FA0006427,34.043557,-118.267182,4.0,97,90015
233,FA0006427,34.0430335998535,-118.266845703125,2.0,97,90015
234,FA0006427,34.04312,-118.26711,2.5,97,90015
235,FA0006427,34.043012,-118.267359,3.5,97,90015
236,FA0006427,34.04312,-118.26711,3.5,97,90015
237,FA0006427,34.04312,-118.26711,3.5,97,90015
238,FA0006427,34.04312,-118.26711,5.0,95,90015
239,FA0006427,34.04312,-118.26711,5.0,95,90015
240,FA0006427,34.043254,-118.266989,3.5,95,90015
241,FA0006427,34.043125,-118.267097,4.0,95,90015
242,FA0006427,34.0431251525879,-118.267120361328,4.5,95,90015
243,FA0006427,34.043557,-118.267182,4.0,95,90015
244,FA0006427,34.0430335998535,-118.266845703125,2.0,95,90015
245,FA0006427,34.04312,-118.26711,2.5,95,90015
246,FA0006427,34.043012,-118.267359,3.5,95,90015
247,FA0006427,34.04312,-118.26711,3.5,95,90015
248,FA0006427,34.04312,-118.26711,3.5,95,90015
249,FA0006427,34.04312,-118.26711,5.0,92,90015
250,FA0006427,34.04312,-118.26711,5.0,92,90015
251,FA0006427,34.043254,-118.266989,3.5,92,90015
252,FA0006427,34.043125,-118.267097,4.0,92,90015
253,FA0006427,34.0431251525879,-118.267120361328,4.5,92,90015
254,FA0006427,34.043557,-118.267182,4.0,92,90015
255,FA0006427,34.0430335998535,-118.266845703125,2.0,92,90015
256,FA0006427,34.04312,-118.26711,2.5,92,90015
257,FA0006427,34.043012,-118.267359,3.5,92,90015
258,FA0006427,34.04312,-118.26711,3.5,92,90015
259,FA0006427,34.04312,-118.26711,3.5,92,90015
260,FA0006427,34.04312,-118.26711,5.0,97,90015
261,FA0006427,34.04312,-118.26711,5.0,97,90015
262,FA0006427,34.043254,-118.266989,3.5,97,90015
263,FA0006427,34.043125,-118.267097,4.0,97,90015
264,FA0006427,34.0431251525879,-118.267120361328,4.5,97,90015
265,FA0006427,34.043557,-118.267182,4.0,97,90015
266,FA0006427,34.0430335998535,-118.266845703125,2.0,97,90015
267,FA0006427,34.04312,-118.26711,2.5,97,90015
268,FA0006427,34.043012,-118.267359,3.5,97,90015
269,FA0006427,34.04312,-118.26711,3.5,97,90015
270,FA0006427,34.04312,-118.26711,3.5,97,90015
271,FA0006427,34.04312,-118.26711,5.0,99,90015
272,FA0006427,34.04312,-118.26711,5.0,99,90015
273,FA0006427,34.043254,-118.266989,3.5,99,90015
274,FA0006427,34.043125,-118.267097,4.0,99,90015
275,FA0006427,34.0431251525879,-118.267120361328,4.5,99,90015
276,FA0006427,34.043557,-118.267182,4.0,99,90015
277,FA0006427,34.0430335998535,-118.266845703125,2.0,99,90015
278,FA0006427,34.04312,-118.26711,2.5,99,90015
279,FA0006427,34.043012,-118.267359,3.5,99,90015
280,FA0006427,34.04312,-118.26711,3.5,99,90015
281,FA0006427,34.04312,-118.26711,3.5,99,90015
282,FA0006427,34.04312,-118.26711,5.0,93,90015
283,FA0006427,34.04312,-118.26711,5.0,93,90015
284,FA0006427,34.043254,-118.266989,3.5,93,90015
285,FA0006427,34.043125,-118.267097,4.0,93,90015
286,FA0006427,34.0431251525879,-118.267120361328,4.5,93,90015
287,FA0006427,34.043557,-118.267182,4.0,93,90015
288,FA0006427,34.0430335998535,-118.266845703125,2.0,93,90015
289,FA0006427,34.04312,-118.26711,2.5,93,90015
290,FA0006427,34.043012,-118.267359,3.5,93,90015
291,FA0006427,34.04312,-118.26711,3.5,93,90015
292,FA0006427,34.04312,-118.26711,3.5,93,90015
293,FA0006427,34.04312,-118.26711,5.0,93,90015
294,FA0006427,34.04312,-118.26711,5.0,93,90015
295,FA0006427,34.043254,-118.266989,3.5,93,90015
296,FA0006427,34.043125,-118.267097,4.0,93,90015
297,FA0006427,34.0431251525879,-118.267120361328,4.5,93,90015
298,FA0006427,34.043557,-118.267182,4.0,93,90015
299,FA0006427,34.0430335998535,-118.266845703125,2.0,93,90015
300,FA0006427,34.04312,-118.26711,2.5,93,90015
301,FA0006427,34.043012,-118.267359,3.5,93,90015
302,FA0006427,34.04312,-118.26711,3.5,93,90015
303,FA0006427,34.04312,-118.26711,3.5,93,90015
304,FA0006427,34.04312,-118.26711,5.0,98,90015
305,FA0006427,34.04312,-118.26711,5.0,98,90015
306,FA0006427,34.043254,-118.266989,3.5,98,90015
307,FA0006427,34.043125,-118.267097,4.0,98,90015
308,FA0006427,34.0431251525879,-118.267120361328,4.5,98,90015
309,FA0006427,34.043557,-118.267182,4.0,98,90015
310,FA0006427,34.0430335998535,-118.266845703125,2.0,98,90015
311,FA0006427,34.04312,-118.26711,2.5,98,90015
312,FA0006427,34.043012,-118.267359,3.5,98,90015
313,FA0006427,34.04312,-118.26711,3.5,98,90015
314,FA0006427,34.04312,-118.26711,3.5,98,90015
315,FA0006427,34.04312,-118.26711,5.0,98,90015
316,FA0006427,34.04312,-118.26711,5.0,98,90015
317,FA0006427,34.043254,-118.266989,3.5,98,90015
318,FA0006427,34.043125,-118.267097,4.0,98,90015
319,FA0006427,34.0431251525879,-118.267120361328,4.5,98,90015
320,FA0006427,34.043557,-118.267182,4.0,98,90015
321,FA0006427,34.0430335998535,-118.266845703125,2.0,98,90015
322,FA0006427,34.04312,-118.26711,2.5,98,90015
323,FA0006427,34.043012,-118.267359,3.5,98,90015
324,FA0006427,34.04312,-118.26711,3.5,98,90015
325,FA0006427,34.04312,-118.26711,3.5,98,90015
326,FA0006427,34.04312,-118.26711,5.0,96,90015
327,FA0006427,34.04312,-118.26711,5.0,96,90015
328,FA0006427,34.043254,-118.266989,3.5,96,90015
329,FA0006427,34.043125,-118.267097,4.0,96,90015
330,FA0006427,34.0431251525879,-118.267120361328,4.5,96,90015
331,FA0006427,34.043557,-118.267182,4.0,96,90015
332,FA0006427,34.0430335998535,-118.266845703125,2.0,96,90015
333,FA0006427,34.04312,-118.26711,2.5,96,90015
334,FA0006427,34.043012,-118.267359,3.5,96,90015
335,FA0006427,34.04312,-118.26711,3.5,96,90015
336,FA0006427,34.04312,-118.26711,3.5,96,90015
337,FA0006427,34.04312,-118.26711,5.0,94,90015
338,FA0006427,34.04312,-118.26711,5.0,94,90015
339,FA0006427,34.043254,-118.266989,3.5,94,90015
340,FA0006427,34.043125,-118.267097,4.0,94,90015
341,FA0006427,34.0431251525879,-118.267120361328,4.5,94,90015
342,FA0006427,34.043557,-118.267182,4.0,94,90015
343,FA0006427,34.0430335998535,-118.266845703125,2.0,94,90015
344,FA0006427,34.04312,-118.26711,2.5,94,90015
345,FA0006427,34.043012,-118.267359,3.5,94,90015
346,FA0006427,34.04312,-118.26711,3.5,94,90015
347,FA0006427,34.04312,-118.26711,3.5,94,90015
348,FA0006427,34.04312,-118.26711,5.0,99,90015
349,FA0006427,34.04312,-118.26711,5.0,99,90015
350,FA0006427,34.043254,-118.266989,3.5,99,90015
351,FA0006427,34.043125,-118.267097,4.0,99,90015
352,FA0006427,34.0431251525879,-118.267120361328,4.5,99,90015
353,FA0006427,34.043557,-118.267182,4.0,99,90015
354,FA0006427,34.0430335998535,-118.266845703125,2.0,99,90015
355,FA0006427,34.04312,-118.26711,2.5,99,90015
356,FA0006427,34.043012,-118.267359,3.5,99,90015
357,FA0006427,34.04312,-118.26711,3.5,99,90015
358,FA0006427,34.04312,-118.26711,3.5,99,90015
359,FA0006427,34.04312,-118.26711,5.0,97,90015
360,FA0006427,34.04312,-118.26711,5.0,97,90015
361,FA0006427,34.043254,-118.266989,3.5,97,90015
362,FA0006427,34.043125,-118.267097,4.0,97,90015
363,FA0006427,34.0431251525879,-118.267120361328,4.5,97,90015
364,FA0006427,34.043557,-118.267182,4.0,97,90015
365,FA0006427,34.0430335998535,-118.266845703125,2.0,97,90015
366,FA0006427,34.04312,-118.26711,2.5,97,90015
367,FA0006427,34.043012,-118.267359,3.5,97,90015
368,FA0006427,34.04312,-118.26711,3.5,97,90015
369,FA0006427,34.04312,-118.26711,3.5,97,90015
370,FA0006427,34.04312,-118.26711,5.0,97,90015
371,FA0006427,34.04312,-118.26711,5.0,97,90015
372,FA0006427,34.043254,-118.266989,3.5,97,90015
373,FA0006427,34.043125,-118.267097,4.0,97,90015
374,FA0006427,34.0431251525879,-118.267120361328,4.5,97,90015
375,FA0006427,34.043557,-118.267182,4.0,97,90015
376,FA0006427,34.0430335998535,-118.266845703125,2.0,97,90015
377,FA0006427,34.04312,-118.26711,2.5,97,90015
378,FA0006427,34.043012,-118.267359,3.5,97,90015
379,FA0006427,34.04312,-118.26711,3.5,97,90015
380,FA0006427,34.04312,-118.26711,3.5,97,90015
381,FA0006427,34.04312,-118.26711,5.0,98,90015
382,FA0006427,34.04312,-118.26711,5.0,98,90015
383,FA0006427,34.043254,-118.266989,3.5,98,90015
384,FA0006427,34.043125,-118.267097,4.0,98,90015
385,FA0006427,34.0431251525879,-118.267120361328,4.5,98,90015
386,FA0006427,34.043557,-118.267182,4.0,98,90015
387,FA0006427,34.0430335998535,-118.266845703125,2.0,98,90015
388,FA0006427,34.04312,-118.26711,2.5,98,90015
389,FA0006427,34.043012,-118.267359,3.5,98,90015
390,FA0006427,34.04312,-118.26711,3.5,98,90015
391,FA0006427,34.04312,-118.26711,3.5,98,90015
392,FA0006427,34.04312,-118.26711,5.0,98,90015
393,FA0006427,34.04312,-118.26711,5.0,98,90015
394,FA0006427,34.043254,-118.266989,3.5,98,90015
395,FA0006427,34.043125,-118.267097,4.0,98,90015
396,FA0006427,34.0431251525879,-118.267120361328,4.5,98,90015
397,FA0006427,34.043557,-118.267182,4.0,98,90015
398,FA0006427,34.0430335998535,-118.266845703125,2.0,98,90015
399,FA0006427,34.04312,-118.26711,2.5,98,90015
400,FA0006427,34.043012,-118.267359,3.5,98,90015
401,FA0006427,34.04312,-118.26711,3.5,98,90015
402,FA0006427,34.04312,-118.26711,3.5,98,90015
403,FA0006427,34.04312,-118.26711,5.0,97,90015
404,FA0006427,34.04312,-118.26711,5.0,97,90015
405,FA0006427,34.043254,-118.266989,3.5,97,90015
406,FA0006427,34.043125,-118.267097,4.0,97,90015
407,FA0006427,34.0431251525879,-118.267120361328,4.5,97,90015
408,FA0006427,34.043557,-118.267182,4.0,97,90015
409,FA0006427,34.0430335998535,-118.266845703125,2.0,97,90015
410,FA0006427,34.04312,-118.26711,2.5,97,90015
411,FA0006427,34.043012,-118.267359,3.5,97,90015
412,FA0006427,34.04312,-118.26711,3.5,97,90015
413,FA0006427,34.04312,-118.26711,3.5,97,90015
414,FA0006427,34.04312,-118.26711,5.0,97,90015
415,FA0006427,34.04312,-118.26711,5.0,97,90015
416,FA0006427,34.043254,-118.266989,3.5,97,90015
417,FA0006427,34.043125,-118.267097,4.0,97,90015
418,FA0006427,34.0431251525879,-118.267120361328,4.5,97,90015
419,FA0006427,34.043557,-118.267182,4.0,97,90015
420,FA0006427,34.0430335998535,-118.266845703125,2.0,97,90015
421,FA0006427,34.04312,-118.26711,2.5,97,90015
422,FA0006427,34.043012,-118.267359,3.5,97,90015
423,FA0006427,34.04312,-118.26711,3.5,97,90015
424,FA0006427,34.04312,-118.26711,3.5,97,90015
425,FA0006427,34.04312,-118.26711,5.0,95,90015
426,FA0006427,34.04312,-118.26711,5.0,95,90015
427,FA0006427,34.043254,-118.266989,3.5,95,90015
428,FA0006427,34.043125,-118.267097,4.0,95,90015
429,FA0006427,34.0431251525879,-118.267120361328,4.5,95,90015
430,FA0006427,34.043557,-118.267182,4.0,95,90015
431,FA0006427,34.0430335998535,-118.266845703125,2.0,95,90015
432,FA0006427,34.04312,-118.26711,2.5,95,90015
433,FA0006427,34.043012,-118.267359,3.5,95,90015
434,FA0006427,34.04312,-118.26711,3.5,95,90015
435,FA0006427,34.04312,-118.26711,3.5,95,90015
436,FA0006427,34.04312,-118.26711,5.0,96,90015
437,FA0006427,34.04312,-118.26711,5.0,96,90015
438,FA0006427,34.043254,-118.266989,3.5,96,90015
439,FA0006427,34.043125,-118.267097,4.0,96,90015
440,FA0006427,34.0431251525879,-118.267120361328,4.5,96,90015
441,FA0006427,34.043557,-118.267182,4.0,96,90015
442,FA0006427,34.0430335998535,-118.266845703125,2.0,96,90015
443,FA0006427,34.04312,-118.26711,2.5,96,90015
444,FA0006427,34.043012,-118.267359,3.5,96,90015
445,FA0006427,34.04312,-118.26711,3.5,96,90015
446,FA0006427,34.04312,-118.26711,3.5,96,90015
447,FA0006427,34.04312,-118.26711,5.0,93,90015
448,FA0006427,34.04312,-118.26711,5.0,93,90015
449,FA0006427,34.043254,-118.266989,3.5,93,90015
450,FA0006427,34.043125,-118.267097,4.0,93,90015
451,FA0006427,34.0431251525879,-118.267120361328,4.5,93,90015
452,FA0006427,34.043557,-118.267182,4.0,93,90015
453,FA0006427,34.0430335998535,-118.266845703125,2.0,93,90015
454,FA0006427,34.04312,-118.26711,2.5,93,90015
455,FA0006427,34.043012,-118.267359,3.5,93,90015
456,FA0006427,34.04312,-118.26711,3.5,93,90015
457,FA0006427,34.04312,-118.26711,3.5,93,90015
458,FA0006427,34.04312,-118.26711,5.0,95,90015
459,FA0006427,34.04312,-118.26711,5.0,95,90015
460,FA0006427,34.043254,-118.266989,3.5,95,90015
461,FA0006427,34.043125,-118.267097,4.0,95,90015
462,FA0006427,34.0431251525879,-118.267120361328,4.5,95,90015
463,FA0006427,34.043557,-118.267182,4.0,95,90015
464,FA0006427,34.0430335998535,-118.266845703125,2.0,95,90015
465,FA0006427,34.04312,-118.26711,2.5,95,90015
466,FA0006427,34.043012,-118.267359,3.5,95,90015
467,FA0006427,34.04312,-118.26711,3.5,95,90015
468,FA0006427,34.04312,-118.26711,3.5,95,90015
469,FA0006427,34.04312,-118.26711,5.0,93,90015
470,FA0006427,34.04312,-118.26711,5.0,93,90015
